word_index,page,line,surah,ayah,pos_in_ayah,word_text,is_marker,line
1,1,2,1,1,1,بِسۡمِ,0,2
2,1,2,1,1,2,ٱللَّهِ,0,2
3,1,2,1,1,3,ٱلرَّحۡمَٰنِ,0,2
4,1,2,1,1,4,ٱلرَّحِيمِ,0,2
5,1,2,1,1,5,١,1,2
6,1,3,1,2,1,ٱلۡحَمۡدُ,0,3
7,1,3,1,2,2,لِلَّهِ,0,3
8,1,3,1,2,3,رَبِّ,0,3
9,1,3,1,2,4,ٱلۡعَٰلَمِينَ,0,3
10,1,3,1,2,5,٢,1,3
11,1,4,1,3,1,ٱلرَّحۡمَٰنِ,0,4
12,1,4,1,3,2,ٱلرَّحِيمِ,0,4
13,1,4,1,3,3,٣,1,4
14,1,4,1,4,1,مَٰلِكِ,0,4
15,1,4,1,4,2,يَوۡمِ,0,4
16,1,4,1,4,3,ٱلدِّينِ,0,4
17,1,4,1,4,4,٤,1,4
18,1,5,1,5,1,إِيَّاكَ,0,5
19,1,5,1,5,2,نَعۡبُدُ,0,5
20,1,5,1,5,3,وَإِيَّاكَ,0,5
21,1,5,1,5,4,نَسۡتَعِينُ,0,5
22,1,5,1,5,5,٥,1,5
23,1,5,1,6,1,ٱهۡدِنَا,0,5
24,1,6,1,6,2,ٱلصِّرَٰطَ,0,6
25,1,6,1,6,3,ٱلۡمُسۡتَقِيمَ,0,6
26,1,6,1,6,4,٦,1,6
27,1,6,1,7,1,صِرَٰطَ,0,6
28,1,6,1,7,2,ٱلَّذِينَ,0,6
29,1,6,1,7,3,أَنۡعَمۡتَ,0,6
30,1,7,1,7,4,عَلَيۡهِمۡ,0,7
31,1,7,1,7,5,غَيۡرِ,0,7
32,1,7,1,7,6,ٱلۡمَغۡضُوبِ,0,7
33,1,7,1,7,7,عَلَيۡهِمۡ,0,7
34,1,8,1,7,8,وَلَا,0,8
35,1,8,1,7,9,ٱلضَّآلِّينَ,0,8
36,1,8,1,7,10,٧,1,8
37,2,3,2,1,1,الٓمٓ,0,3
38,2,3,2,1,2,١,1,3
39,2,3,2,2,1,ذَٰلِكَ,0,3
40,2,3,2,2,2,ٱلۡكِتَٰبُ,0,3
41,2,3,2,2,3,لَا,0,3
42,2,3,2,2,4,رَيۡبَۛ,0,3
43,2,3,2,2,5,فِيهِۛ,0,3
44,2,3,2,2,6,هُدٗى,0,3
45,2,4,2,2,7,لِّلۡمُتَّقِينَ,0,4
46,2,4,2,2,8,٢,1,4
47,2,4,2,3,1,ٱلَّذِينَ,0,4
48,2,4,2,3,2,يُؤۡمِنُونَ,0,4
49,2,4,2,3,3,بِٱلۡغَيۡبِ,0,4
50,2,4,2,3,4,وَيُقِيمُونَ,0,4
51,2,4,2,3,5,ٱلصَّلَوٰةَ,0,4
52,2,5,2,3,6,وَمِمَّا,0,5
53,2,5,2,3,7,رَزَقۡنَٰهُمۡ,0,5
54,2,5,2,3,8,يُنفِقُونَ,0,5
55,2,5,2,3,9,٣,1,5
56,2,5,2,4,1,وَٱلَّذِينَ,0,5
57,2,5,2,4,2,يُؤۡمِنُونَ,0,5
58,2,5,2,4,3,بِمَآ,0,5
59,2,5,2,4,4,أُنزِلَ,0,5
60,2,6,2,4,5,إِلَيۡكَ,0,6
61,2,6,2,4,6,وَمَآ,0,6
62,2,6,2,4,7,أُنزِلَ,0,6
63,2,6,2,4,8,مِن,0,6
64,2,6,2,4,9,قَبۡلِكَ,0,6
65,2,6,2,4,10,وَبِٱلۡأٓخِرَةِ,0,6
66,2,6,2,4,11,هُمۡ,0,6
67,2,6,2,4,12,يُوقِنُونَ,0,6
68,2,6,2,4,13,٤,1,6
69,2,7,2,5,1,أُوْلَٰٓئِكَ,0,7
70,2,7,2,5,2,عَلَىٰ,0,7
71,2,7,2,5,3,هُدٗى,0,7
72,2,7,2,5,4,مِّن,0,7
73,2,7,2,5,5,رَّبِّهِمۡۖ,0,7
74,2,7,2,5,6,وَأُوْلَٰٓئِكَ,0,7
75,2,8,2,5,7,هُمُ,0,8
76,2,8,2,5,8,ٱلۡمُفۡلِحُونَ,0,8
77,2,8,2,5,9,٥,1,8
78,3,1,2,6,1,إِنَّ,0,1
79,3,1,2,6,2,ٱلَّذِينَ,0,1
80,3,1,2,6,3,كَفَرُواْ,0,1
81,3,1,2,6,4,سَوَآءٌ,0,1
82,3,1,2,6,5,عَلَيۡهِمۡ,0,1
83,3,1,2,6,6,ءَأَنذَرۡتَهُمۡ,0,1
84,3,1,2,6,7,أَمۡ,0,1
85,3,1,2,6,8,لَمۡ,0,1
86,3,1,2,6,9,تُنذِرۡهُمۡ,0,1
87,3,2,2,6,10,لَا,0,2
88,3,2,2,6,11,يُؤۡمِنُونَ,0,2
89,3,2,2,6,12,٦,1,2
90,3,2,2,7,1,خَتَمَ,0,2
91,3,2,2,7,2,ٱللَّهُ,0,2
92,3,2,2,7,3,عَلَىٰ,0,2
93,3,2,2,7,4,قُلُوبِهِمۡ,0,2
94,3,2,2,7,5,وَعَلَىٰ,0,2
95,3,2,2,7,6,سَمۡعِهِمۡۖ,0,2
96,3,2,2,7,7,وَعَلَىٰٓ,0,2
97,3,3,2,7,8,أَبۡصَٰرِهِمۡ,0,3
98,3,3,2,7,9,غِشَٰوَةٞۖ,0,3
99,3,3,2,7,10,وَلَهُمۡ,0,3
100,3,3,2,7,11,عَذَابٌ,0,3
101,3,3,2,7,12,عَظِيمٞ,0,3
102,3,3,2,7,13,٧,1,3
103,3,3,2,8,1,وَمِنَ,0,3
104,3,3,2,8,2,ٱلنَّاسِ,0,3
105,3,4,2,8,3,مَن,0,4
106,3,4,2,8,4,يَقُولُ,0,4
107,3,4,2,8,5,ءَامَنَّا,0,4
108,3,4,2,8,6,بِٱللَّهِ,0,4
109,3,4,2,8,7,وَبِٱلۡيَوۡمِ,0,4
110,3,4,2,8,8,ٱلۡأٓخِرِ,0,4
111,3,4,2,8,9,وَمَا,0,4
112,3,4,2,8,10,هُم,0,4
113,3,4,2,8,11,بِمُؤۡمِنِينَ,0,4
114,3,4,2,8,12,٨,1,4
115,3,5,2,9,1,يُخَٰدِعُونَ,0,5
116,3,5,2,9,2,ٱللَّهَ,0,5
117,3,5,2,9,3,وَٱلَّذِينَ,0,5
118,3,5,2,9,4,ءَامَنُواْ,0,5
119,3,5,2,9,5,وَمَا,0,5
120,3,5,2,9,6,يَخۡدَعُونَ,0,5
121,3,5,2,9,7,إِلَّآ,0,5
122,3,5,2,9,8,أَنفُسَهُمۡ,0,5
123,3,6,2,9,9,وَمَا,0,6
124,3,6,2,9,10,يَشۡعُرُونَ,0,6
125,3,6,2,9,11,٩,1,6
126,3,6,2,10,1,فِي,0,6
127,3,6,2,10,2,قُلُوبِهِم,0,6
128,3,6,2,10,3,مَّرَضٞ,0,6
129,3,6,2,10,4,فَزَادَهُمُ,0,6
130,3,6,2,10,5,ٱللَّهُ,0,6
131,3,6,2,10,6,مَرَضٗاۖ,0,6
132,3,7,2,10,7,وَلَهُمۡ,0,7
133,3,7,2,10,8,عَذَابٌ,0,7
134,3,7,2,10,9,أَلِيمُۢ,0,7
135,3,7,2,10,10,بِمَا,0,7
136,3,7,2,10,11,كَانُواْ,0,7
137,3,7,2,10,12,يَكۡذِبُونَ,0,7
138,3,7,2,10,13,١٠,1,7
139,3,7,2,11,1,وَإِذَا,0,7
140,3,7,2,11,2,قِيلَ,0,7
141,3,7,2,11,3,لَهُمۡ,0,7
142,3,8,2,11,4,لَا,0,8
143,3,8,2,11,5,تُفۡسِدُواْ,0,8
144,3,8,2,11,6,فِي,0,8
145,3,8,2,11,7,ٱلۡأَرۡضِ,0,8
146,3,8,2,11,8,قَالُوٓاْ,0,8
147,3,8,2,11,9,إِنَّمَا,0,8
148,3,8,2,11,10,نَحۡنُ,0,8
149,3,8,2,11,11,مُصۡلِحُونَ,0,8
150,3,8,2,11,12,١١,1,8
151,3,8,2,12,1,أَلَآ,0,9
152,3,8,2,12,2,إِنَّهُمۡ,0,9
153,3,9,2,12,3,هُمُ,0,9
154,3,9,2,12,4,ٱلۡمُفۡسِدُونَ,0,9
155,3,9,2,12,5,وَلَٰكِن,0,9
156,3,9,2,12,6,لَّا,0,9
157,3,9,2,12,7,يَشۡعُرُونَ,0,9
158,3,9,2,12,8,١٢,1,9
159,3,9,2,13,1,وَإِذَا,0,9
160,3,9,2,13,2,قِيلَ,0,9
161,3,9,2,13,3,لَهُمۡ,0,10
162,3,10,2,13,4,ءَامِنُواْ,0,10
163,3,10,2,13,5,كَمَآ,0,10
164,3,10,2,13,6,ءَامَنَ,0,10
165,3,10,2,13,7,ٱلنَّاسُ,0,10
166,3,10,2,13,8,قَالُوٓاْ,0,10
167,3,10,2,13,9,أَنُؤۡمِنُ,0,10
168,3,10,2,13,10,كَمَآ,0,10
169,3,10,2,13,11,ءَامَنَ,0,10
170,3,10,2,13,12,ٱلسُّفَهَآءُۗ,0,10
171,3,11,2,13,13,أَلَآ,0,11
172,3,11,2,13,14,إِنَّهُمۡ,0,11
173,3,11,2,13,15,هُمُ,0,11
174,3,11,2,13,16,ٱلسُّفَهَآءُ,0,11
175,3,11,2,13,17,وَلَٰكِن,0,11
176,3,11,2,13,18,لَّا,0,11
177,3,11,2,13,19,يَعۡلَمُونَ,0,11
178,3,11,2,13,20,١٣,1,11
179,3,11,2,14,1,وَإِذَا,0,11
180,3,11,2,14,2,لَقُواْ,0,11
181,3,12,2,14,3,ٱلَّذِينَ,0,12
182,3,12,2,14,4,ءَامَنُواْ,0,12
183,3,12,2,14,5,قَالُوٓاْ,0,12
184,3,12,2,14,6,ءَامَنَّا,0,12
185,3,12,2,14,7,وَإِذَا,0,12
186,3,12,2,14,8,خَلَوۡاْ,0,12
187,3,12,2,14,9,إِلَىٰ,0,12
188,3,12,2,14,10,شَيَٰطِينِهِمۡ,0,12
189,3,12,2,14,11,قَالُوٓاْ,0,12
190,3,12,2,14,12,إِنَّا,0,12
191,3,13,2,14,13,مَعَكُمۡ,0,13
192,3,13,2,14,14,إِنَّمَا,0,13
193,3,13,2,14,15,نَحۡنُ,0,13
194,3,13,2,14,16,مُسۡتَهۡزِءُونَ,0,13
195,3,13,2,14,17,١٤,1,13
196,3,13,2,15,1,ٱللَّهُ,0,13
197,3,13,2,15,2,يَسۡتَهۡزِئُ,0,13
198,3,13,2,15,3,بِهِمۡ,0,13
199,3,13,2,15,4,وَيَمُدُّهُمۡ,0,13
200,3,14,2,15,5,فِي,0,14
201,3,14,2,15,6,طُغۡيَٰنِهِمۡ,0,14
202,3,14,2,15,7,يَعۡمَهُونَ,0,14
203,3,14,2,15,8,١٥,1,14
204,3,14,2,16,1,أُوْلَٰٓئِكَ,0,14
205,3,14,2,16,2,ٱلَّذِينَ,0,14
206,3,14,2,16,3,ٱشۡتَرَوُاْ,0,14
207,3,14,2,16,4,ٱلضَّلَٰلَةَ,0,14
208,3,15,2,16,5,بِٱلۡهُدَىٰ,0,15
209,3,15,2,16,6,فَمَا,0,15
210,3,15,2,16,7,رَبِحَت,0,15
211,3,15,2,16,8,تِّجَٰرَتُهُمۡ,0,15
212,3,15,2,16,9,وَمَا,0,15
213,3,15,2,16,10,كَانُواْ,0,15
214,3,15,2,16,11,مُهۡتَدِينَ,0,15
215,3,15,2,16,12,١٦,1,15
216,4,1,2,17,1,مَثَلُهُمۡ,0,1
217,4,1,2,17,2,كَمَثَلِ,0,1
218,4,1,2,17,3,ٱلَّذِي,0,1
219,4,1,2,17,4,ٱسۡتَوۡقَدَ,0,1
220,4,1,2,17,5,نَارٗا,0,1
221,4,1,2,17,6,فَلَمَّآ,0,1
222,4,1,2,17,7,أَضَآءَتۡ,0,1
223,4,1,2,17,8,مَا,0,1
224,4,1,2,17,9,حَوۡلَهُۥ,0,1
225,4,2,2,17,10,ذَهَبَ,0,2
226,4,2,2,17,11,ٱللَّهُ,0,2
227,4,2,2,17,12,بِنُورِهِمۡ,0,2
228,4,2,2,17,13,وَتَرَكَهُمۡ,0,2
229,4,2,2,17,14,فِي,0,2
230,4,2,2,17,15,ظُلُمَٰتٖ,0,2
231,4,2,2,17,16,لَّا,0,2
232,4,2,2,17,17,يُبۡصِرُونَ,0,2
233,4,2,2,17,18,١٧,1,2
234,4,2,2,18,1,صُمُّۢ,0,2
235,4,3,2,18,2,بُكۡمٌ,0,3
236,4,3,2,18,3,عُمۡيٞ,0,3
237,4,3,2,18,4,فَهُمۡ,0,3
238,4,3,2,18,5,لَا,0,3
239,4,3,2,18,6,يَرۡجِعُونَ,0,3
240,4,3,2,18,7,١٨,1,3
241,4,3,2,19,1,أَوۡ,0,3
242,4,3,2,19,2,كَصَيِّبٖ,0,3
243,4,3,2,19,3,مِّنَ,0,3
244,4,3,2,19,4,ٱلسَّمَآءِ,0,3
245,4,3,2,19,5,فِيهِ,0,3
246,4,4,2,19,6,ظُلُمَٰتٞ,0,4
247,4,4,2,19,7,وَرَعۡدٞ,0,4
248,4,4,2,19,8,وَبَرۡقٞ,0,4
249,4,4,2,19,9,يَجۡعَلُونَ,0,4
250,4,4,2,19,10,أَصَٰبِعَهُمۡ,0,4
251,4,4,2,19,11,فِيٓ,0,4
252,4,4,2,19,12,ءَاذَانِهِم,0,4
253,4,4,2,19,13,مِّنَ,0,4
254,4,5,2,19,14,ٱلصَّوَٰعِقِ,0,4
255,4,5,2,19,15,حَذَرَ,0,5
256,4,5,2,19,16,ٱلۡمَوۡتِۚ,0,5
257,4,5,2,19,17,وَٱللَّهُ,0,5
258,4,5,2,19,18,مُحِيطُۢ,0,5
259,4,5,2,19,19,بِٱلۡكَٰفِرِينَ,0,5
260,4,5,2,19,20,١٩,1,5
261,4,5,2,20,1,يَكَادُ,0,5
262,4,5,2,20,2,ٱلۡبَرۡقُ,0,5
263,4,6,2,20,3,يَخۡطَفُ,0,5
264,4,6,2,20,4,أَبۡصَٰرَهُمۡۖ,0,6
265,4,6,2,20,5,كُلَّمَآ,0,6
266,4,6,2,20,6,أَضَآءَ,0,6
267,4,6,2,20,7,لَهُم,0,6
268,4,6,2,20,8,مَّشَوۡاْ,0,6
269,4,6,2,20,9,فِيهِ,0,6
270,4,6,2,20,10,وَإِذَآ,0,6
271,4,6,2,20,11,أَظۡلَمَ,0,6
272,4,6,2,20,12,عَلَيۡهِمۡ,0,6
273,4,7,2,20,13,قَامُواْۚ,0,6
274,4,7,2,20,14,وَلَوۡ,0,7
275,4,7,2,20,15,شَآءَ,0,7
276,4,7,2,20,16,ٱللَّهُ,0,7
277,4,7,2,20,17,لَذَهَبَ,0,7
278,4,7,2,20,18,بِسَمۡعِهِمۡ,0,7
279,4,7,2,20,19,وَأَبۡصَٰرِهِمۡۚ,0,7
280,4,7,2,20,20,إِنَّ,0,7
281,4,7,2,20,21,ٱللَّهَ,0,7
282,4,7,2,20,22,عَلَىٰ,0,7
283,4,8,2,20,23,كُلِّ,0,7
284,4,8,2,20,24,شَيۡءٖ,0,8
285,4,8,2,20,25,قَدِيرٞ,0,8
286,4,8,2,20,26,٢٠,1,8
287,4,8,2,21,1,يَٰٓأَيُّهَا,0,8
288,4,8,2,21,2,ٱلنَّاسُ,0,8
289,4,8,2,21,3,ٱعۡبُدُواْ,0,8
290,4,8,2,21,4,رَبَّكُمُ,0,8
291,4,8,2,21,5,ٱلَّذِي,0,8
292,4,9,2,21,6,خَلَقَكُمۡ,0,8
293,4,9,2,21,7,وَٱلَّذِينَ,0,9
294,4,9,2,21,8,مِن,0,9
295,4,9,2,21,9,قَبۡلِكُمۡ,0,9
296,4,9,2,21,10,لَعَلَّكُمۡ,0,9
297,4,9,2,21,11,تَتَّقُونَ,0,9
298,4,9,2,21,12,٢١,1,9
299,4,9,2,22,1,ٱلَّذِي,0,9
300,4,9,2,22,2,جَعَلَ,0,9
301,4,9,2,22,3,لَكُمُ,0,9
302,4,10,2,22,4,ٱلۡأَرۡضَ,0,10
303,4,10,2,22,5,فِرَٰشٗا,0,10
304,4,10,2,22,6,وَٱلسَّمَآءَ,0,10
305,4,10,2,22,7,بِنَآءٗ,0,10
306,4,10,2,22,8,وَأَنزَلَ,0,10
307,4,10,2,22,9,مِنَ,0,10
308,4,10,2,22,10,ٱلسَّمَآءِ,0,10
309,4,10,2,22,11,مَآءٗ,0,10
310,4,10,2,22,12,فَأَخۡرَجَ,0,10
311,4,11,2,22,13,بِهِۦ,0,11
312,4,11,2,22,14,مِنَ,0,11
313,4,11,2,22,15,ٱلثَّمَرَٰتِ,0,11
314,4,11,2,22,16,رِزۡقٗا,0,11
315,4,11,2,22,17,لَّكُمۡۖ,0,11
316,4,11,2,22,18,فَلَا,0,11
317,4,11,2,22,19,تَجۡعَلُواْ,0,11
318,4,11,2,22,20,لِلَّهِ,0,11
319,4,11,2,22,21,أَندَادٗا,0,11
320,4,11,2,22,22,وَأَنتُمۡ,0,11
321,4,12,2,22,23,تَعۡلَمُونَ,0,12
322,4,12,2,22,24,٢٢,1,12
323,4,12,2,23,1,وَإِن,0,12
324,4,12,2,23,2,كُنتُمۡ,0,12
325,4,12,2,23,3,فِي,0,12
326,4,12,2,23,4,رَيۡبٖ,0,12
327,4,12,2,23,5,مِّمَّا,0,12
328,4,12,2,23,6,نَزَّلۡنَا,0,12
329,4,12,2,23,7,عَلَىٰ,0,12
330,4,12,2,23,8,عَبۡدِنَا,0,12
331,4,12,2,23,9,فَأۡتُواْ,0,13
332,4,13,2,23,10,بِسُورَةٖ,0,13
333,4,13,2,23,11,مِّن,0,13
334,4,13,2,23,12,مِّثۡلِهِۦ,0,13
335,4,13,2,23,13,وَٱدۡعُواْ,0,13
336,4,13,2,23,14,شُهَدَآءَكُم,0,13
337,4,13,2,23,15,مِّن,0,13
338,4,13,2,23,16,دُونِ,0,13
339,4,13,2,23,17,ٱللَّهِ,0,13
340,4,13,2,23,18,إِن,0,14
341,4,14,2,23,19,كُنتُمۡ,0,14
342,4,14,2,23,20,صَٰدِقِينَ,0,14
343,4,14,2,23,21,٢٣,1,14
344,4,14,2,24,1,فَإِن,0,14
345,4,14,2,24,2,لَّمۡ,0,14
346,4,14,2,24,3,تَفۡعَلُواْ,0,14
347,4,14,2,24,4,وَلَن,0,14
348,4,14,2,24,5,تَفۡعَلُواْ,0,14
349,4,14,2,24,6,فَٱتَّقُواْ,0,14
350,4,14,2,24,7,ٱلنَّارَ,0,15
351,4,15,2,24,8,ٱلَّتِي,0,15
352,4,15,2,24,9,وَقُودُهَا,0,15
353,4,15,2,24,10,ٱلنَّاسُ,0,15
354,4,15,2,24,11,وَٱلۡحِجَارَةُۖ,0,15
355,4,15,2,24,12,أُعِدَّتۡ,0,15
356,4,15,2,24,13,لِلۡكَٰفِرِينَ,0,15
357,4,15,2,24,14,٢٤,1,15
358,5,1,2,25,1,وَبَشِّرِ,0,1
359,5,1,2,25,2,ٱلَّذِينَ,0,1
360,5,1,2,25,3,ءَامَنُواْ,0,1
361,5,1,2,25,4,وَعَمِلُواْ,0,1
362,5,1,2,25,5,ٱلصَّٰلِحَٰتِ,0,1
363,5,1,2,25,6,أَنَّ,0,1
364,5,1,2,25,7,لَهُمۡ,0,1
365,5,1,2,25,8,جَنَّٰتٖ,0,1
366,5,2,2,25,9,تَجۡرِي,0,2
367,5,2,2,25,10,مِن,0,2
368,5,2,2,25,11,تَحۡتِهَا,0,2
369,5,2,2,25,12,ٱلۡأَنۡهَٰرُۖ,0,2
370,5,2,2,25,13,كُلَّمَا,0,2
371,5,2,2,25,14,رُزِقُواْ,0,2
372,5,2,2,25,15,مِنۡهَا,0,2
373,5,2,2,25,16,مِن,0,2
374,5,2,2,25,17,ثَمَرَةٖ,0,2
375,5,3,2,25,18,رِّزۡقٗا,0,3
376,5,3,2,25,19,قَالُواْ,0,3
377,5,3,2,25,20,هَٰذَا,0,3
378,5,3,2,25,21,ٱلَّذِي,0,3
379,5,3,2,25,22,رُزِقۡنَا,0,3
380,5,3,2,25,23,مِن,0,3
381,5,3,2,25,24,قَبۡلُۖ,0,3
382,5,3,2,25,25,وَأُتُواْ,0,3
383,5,3,2,25,26,بِهِۦ,0,3
384,5,3,2,25,27,مُتَشَٰبِهٗاۖ,0,3
385,5,4,2,25,28,وَلَهُمۡ,0,4
386,5,4,2,25,29,فِيهَآ,0,4
387,5,4,2,25,30,أَزۡوَٰجٞ,0,4
388,5,4,2,25,31,مُّطَهَّرَةٞۖ,0,4
389,5,4,2,25,32,وَهُمۡ,0,4
390,5,4,2,25,33,فِيهَا,0,4
391,5,4,2,25,34,خَٰلِدُونَ,0,4
392,5,4,2,25,35,٢٥,1,4
393,5,4,2,26,1,۞ إِنَّ,0,5
394,5,5,2,26,2,ٱللَّهَ,0,5
395,5,5,2,26,3,لَا,0,5
396,5,5,2,26,4,يَسۡتَحۡيِۦٓ,0,5
397,5,5,2,26,5,أَن,0,5
398,5,5,2,26,6,يَضۡرِبَ,0,5
399,5,5,2,26,7,مَثَلٗا,0,5
400,5,5,2,26,8,مَّا,0,5
401,5,5,2,26,9,بَعُوضَةٗ,0,5
402,5,5,2,26,10,فَمَا,0,5
403,5,5,2,26,11,فَوۡقَهَاۚ,0,6
404,5,5,2,26,12,فَأَمَّا,0,6
405,5,6,2,26,13,ٱلَّذِينَ,0,6
406,5,6,2,26,14,ءَامَنُواْ,0,6
407,5,6,2,26,15,فَيَعۡلَمُونَ,0,6
408,5,6,2,26,16,أَنَّهُ,0,6
409,5,6,2,26,17,ٱلۡحَقُّ,0,6
410,5,6,2,26,18,مِن,0,6
411,5,6,2,26,19,رَّبِّهِمۡۖ,0,7
412,5,6,2,26,20,وَأَمَّا,0,7
413,5,7,2,26,21,ٱلَّذِينَ,0,7
414,5,7,2,26,22,كَفَرُواْ,0,7
415,5,7,2,26,23,فَيَقُولُونَ,0,7
416,5,7,2,26,24,مَاذَآ,0,7
417,5,7,2,26,25,أَرَادَ,0,7
418,5,7,2,26,26,ٱللَّهُ,0,7
419,5,7,2,26,27,بِهَٰذَا,0,8
420,5,7,2,26,28,مَثَلٗاۘ,0,8
421,5,8,2,26,29,يُضِلُّ,0,8
422,5,8,2,26,30,بِهِۦ,0,8
423,5,8,2,26,31,كَثِيرٗا,0,8
424,5,8,2,26,32,وَيَهۡدِي,0,8
425,5,8,2,26,33,بِهِۦ,0,8
426,5,8,2,26,34,كَثِيرٗاۚ,0,8
427,5,8,2,26,35,وَمَا,0,9
428,5,8,2,26,36,يُضِلُّ,0,9
429,5,8,2,26,37,بِهِۦٓ,0,9
430,5,9,2,26,38,إِلَّا,0,9
431,5,9,2,26,39,ٱلۡفَٰسِقِينَ,0,9
432,5,9,2,26,40,٢٦,1,9
433,5,9,2,27,1,ٱلَّذِينَ,0,9
434,5,9,2,27,2,يَنقُضُونَ,0,9
435,5,9,2,27,3,عَهۡدَ,0,9
436,5,9,2,27,4,ٱللَّهِ,0,10
437,5,9,2,27,5,مِنۢ,0,10
438,5,9,2,27,6,بَعۡدِ,0,10
439,5,10,2,27,7,مِيثَٰقِهِۦ,0,10
440,5,10,2,27,8,وَيَقۡطَعُونَ,0,10
441,5,10,2,27,9,مَآ,0,10
442,5,10,2,27,10,أَمَرَ,0,10
443,5,10,2,27,11,ٱللَّهُ,0,10
444,5,10,2,27,12,بِهِۦٓ,0,10
445,5,10,2,27,13,أَن,0,10
446,5,10,2,27,14,يُوصَلَ,0,10
447,5,10,2,27,15,وَيُفۡسِدُونَ,0,11
448,5,11,2,27,16,فِي,0,11
449,5,11,2,27,17,ٱلۡأَرۡضِۚ,0,11
450,5,11,2,27,18,أُوْلَٰٓئِكَ,0,11
451,5,11,2,27,19,هُمُ,0,11
452,5,11,2,27,20,ٱلۡخَٰسِرُونَ,0,11
453,5,11,2,27,21,٢٧,1,11
454,5,11,2,28,1,كَيۡفَ,0,12
455,5,12,2,28,2,تَكۡفُرُونَ,0,12
456,5,12,2,28,3,بِٱللَّهِ,0,12
457,5,12,2,28,4,وَكُنتُمۡ,0,12
458,5,12,2,28,5,أَمۡوَٰتٗا,0,12
459,5,12,2,28,6,فَأَحۡيَٰكُمۡۖ,0,12
460,5,12,2,28,7,ثُمَّ,0,13
461,5,12,2,28,8,يُمِيتُكُمۡ,0,13
462,5,13,2,28,9,ثُمَّ,0,13
463,5,13,2,28,10,يُحۡيِيكُمۡ,0,13
464,5,13,2,28,11,ثُمَّ,0,13
465,5,13,2,28,12,إِلَيۡهِ,0,13
466,5,13,2,28,13,تُرۡجَعُونَ,0,13
467,5,13,2,28,14,٢٨,1,13
468,5,13,2,29,1,هُوَ,0,13
469,5,13,2,29,2,ٱلَّذِي,0,14
470,5,13,2,29,3,خَلَقَ,0,14
471,5,14,2,29,4,لَكُم,0,14
472,5,14,2,29,5,مَّا,0,14
473,5,14,2,29,6,فِي,0,14
474,5,14,2,29,7,ٱلۡأَرۡضِ,0,14
475,5,14,2,29,8,جَمِيعٗا,0,14
476,5,14,2,29,9,ثُمَّ,0,14
477,5,14,2,29,10,ٱسۡتَوَىٰٓ,0,14
478,5,14,2,29,11,إِلَى,0,14
479,5,14,2,29,12,ٱلسَّمَآءِ,0,15
480,5,15,2,29,13,فَسَوَّىٰهُنَّ,0,15
481,5,15,2,29,14,سَبۡعَ,0,15
482,5,15,2,29,15,سَمَٰوَٰتٖۚ,0,15
483,5,15,2,29,16,وَهُوَ,0,15
484,5,15,2,29,17,بِكُلِّ,0,15
485,5,15,2,29,18,شَيۡءٍ,0,15
486,5,15,2,29,19,عَلِيمٞ,0,15
487,5,15,2,29,20,٢٩,1,15
488,6,1,2,30,1,وَإِذۡ,0,1
489,6,1,2,30,2,قَالَ,0,1
490,6,1,2,30,3,رَبُّكَ,0,1
491,6,1,2,30,4,لِلۡمَلَٰٓئِكَةِ,0,1
492,6,1,2,30,5,إِنِّي,0,1
493,6,1,2,30,6,جَاعِلٞ,0,1
494,6,1,2,30,7,فِي,0,1
495,6,1,2,30,8,ٱلۡأَرۡضِ,0,1
496,6,1,2,30,9,خَلِيفَةٗۖ,0,1
497,6,1,2,30,10,قَالُوٓاْ,0,2
498,6,2,2,30,11,أَتَجۡعَلُ,0,2
499,6,2,2,30,12,فِيهَا,0,2
500,6,2,2,30,13,مَن,0,2
501,6,2,2,30,14,يُفۡسِدُ,0,2
502,6,2,2,30,15,فِيهَا,0,2
503,6,2,2,30,16,وَيَسۡفِكُ,0,2
504,6,2,2,30,17,ٱلدِّمَآءَ,0,2
505,6,2,2,30,18,وَنَحۡنُ,0,2
506,6,2,2,30,19,نُسَبِّحُ,0,3
507,6,3,2,30,20,بِحَمۡدِكَ,0,3
508,6,3,2,30,21,وَنُقَدِّسُ,0,3
509,6,3,2,30,22,لَكَۖ,0,3
510,6,3,2,30,23,قَالَ,0,3
511,6,3,2,30,24,إِنِّيٓ,0,3
512,6,3,2,30,25,أَعۡلَمُ,0,3
513,6,3,2,30,26,مَا,0,3
514,6,3,2,30,27,لَا,0,3
515,6,3,2,30,28,تَعۡلَمُونَ,0,3
516,6,3,2,30,29,٣٠,1,4
517,6,3,2,31,1,وَعَلَّمَ,0,4
518,6,4,2,31,2,ءَادَمَ,0,4
519,6,4,2,31,3,ٱلۡأَسۡمَآءَ,0,4
520,6,4,2,31,4,كُلَّهَا,0,4
521,6,4,2,31,5,ثُمَّ,0,4
522,6,4,2,31,6,عَرَضَهُمۡ,0,4
523,6,4,2,31,7,عَلَى,0,4
524,6,4,2,31,8,ٱلۡمَلَٰٓئِكَةِ,0,4
525,6,4,2,31,9,فَقَالَ,0,5
526,6,5,2,31,10,أَنۢبِـُٔونِي,0,5
527,6,5,2,31,11,بِأَسۡمَآءِ,0,5
528,6,5,2,31,12,هَٰٓؤُلَآءِ,0,5
529,6,5,2,31,13,إِن,0,5
530,6,5,2,31,14,كُنتُمۡ,0,5
531,6,5,2,31,15,صَٰدِقِينَ,0,5
